Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000032320,Rcn2,Gene Expression,0.15543205850757694,0.0,0.0,22552,2.9783737884859067,6058
ENSMUSG00000049571,Cfap46,Gene Expression,0.15540936427619031,0.0,0.0,1379,0.17436290378099464,979
ENSMUSG00000040152,Thbs1,Gene Expression,0.15539891669526282,0.0,0.0,1171,0.1853546860503328,800
ENSMUSG00000027993,Trim2,Gene Expression,0.1553486638870554,0.0,0.0,42757,5.203730926830278,6485
ENSMUSG00000015994,Fnta,Gene Expression,0.15534394920052744,0.0,0.0,36687,5.0718296951027515,6616
ENSMUSG00000041570,Camsap2,Gene Expression,0.1553115589327761,0.0,0.0,48311,5.663411045440707,6491
ENSMUSG00000030057,Cnbp,Gene Expression,0.15525606167033046,0.0,0.0,81254,9.464355237350556,6746
ENSMUSG00000078302,Foxd1,Gene Expression,0.1552453861104808,0.0,0.0,1358,0.35164062369592675,921
ENSMUSG00000047502,Mroh7,Gene Expression,0.15523944666204137,0.0,0.0,1936,0.2147510171776707,1364
ENSMUSG00000022521,Crebbp,Gene Expression,0.1551637832275701,0.0,0.0,29828,3.4051378187950547,6050
ENSMUSG00000044393,Dsg2,Gene Expression,0.15513155733746214,0.0,0.0,640,0.06442490946640435,443
ENSMUSG00000032382,Snx1,Gene Expression,0.15506575993186916,0.0,0.0,44169,6.245318158468435,6717
ENSMUSG00000020048,Hsp90b1,Gene Expression,0.15502883844679888,0.0,0.0,163729,20.358855897670963,6932
ENSMUSG00000037463,Fbxo27,Gene Expression,0.1550080500300877,0.0,0.0,8248,0.9709685676233396,3851
ENSMUSG00000009894,Snap47,Gene Expression,0.15496212911414703,0.0,0.0,18751,2.1937936120451065,5540
ENSMUSG00000000168,Dlat,Gene Expression,0.15494036306545275,0.0,0.0,36531,4.438893755574415,6290
ENSMUSG00000023266,Frs3,Gene Expression,0.1549124534537579,0.0,0.0,11461,1.5176875960232195,4909
ENSMUSG00000067787,Blcap,Gene Expression,0.15489912026478508,0.0,0.0,14768,1.7889996247710154,5152
ENSMUSG00000024525,Impa2,Gene Expression,0.15487556454544532,0.0,0.0,4969,0.632802050403482,3022
ENSMUSG00000000223,Drp2,Gene Expression,0.1548545363352539,0.0,0.0,8617,0.9792707523708606,3906
ENSMUSG00000015312,Gadd45b,Gene Expression,0.15483308363362555,0.0,0.0,8622,1.0410202666745518,3823
ENSMUSG00000025178,Pi4k2a,Gene Expression,0.15480953351794466,0.0,0.0,26774,3.356549871703757,6128
ENSMUSG00000049353,Rd3,Gene Expression,0.15479529331460803,0.0,0.0,114,0.012696221073877793,82
ENSMUSG00000066760,Psg16,Gene Expression,0.15476288836462637,0.0,0.0,1728,0.20605985675716865,1318
ENSMUSG00000034226,Rhov,Gene Expression,0.15473631137253135,0.0,0.0,6437,0.7928438377786537,3580
ENSMUSG00000031497,Tnfsf13b,Gene Expression,0.15468502295045441,0.0,0.0,1925,0.2987130065182705,1527
ENSMUSG00000041408,Wapl,Gene Expression,0.15465828131530845,0.0,0.0,19389,2.2556077953930163,5529
ENSMUSG00000024059,Clip4,Gene Expression,0.15456521747252797,0.0,0.0,7731,0.9905964671730445,3932
ENSMUSG00000022816,Fstl1,Gene Expression,0.15451040983211833,0.0,0.0,3056,0.42254512493420504,2069
ENSMUSG00000031758,Cdyl2,Gene Expression,0.1544707259755266,0.0,0.0,6882,0.7475103660433483,3463
ENSMUSG00000019178,Styxl1,Gene Expression,0.15443704759647015,0.0,0.0,103,0.014129528807618997,81
ENSMUSG00000000093,Tbx2,Gene Expression,0.15428271354524475,0.0,0.0,1175,0.18521914196885447,837
ENSMUSG00000078619,Smarcd2,Gene Expression,0.15415404417537543,0.0,0.0,4939,0.5847887446564584,2787
ENSMUSG00000024747,Aldh1a7,Gene Expression,0.15395554737326056,0.0,0.0,274,0.04146446577879031,234
ENSMUSG00000032330,Cox7a2,Gene Expression,0.1539396154413124,0.0,0.0,29532,3.7243451659399325,6284
ENSMUSG00000034648,Lrrn1,Gene Expression,0.15392328096358526,0.0,0.0,13138,1.8038562588750333,5107
ENSMUSG00000068762,Gstm6,Gene Expression,0.1538806874450604,0.0,0.0,693,0.07954200174449282,544
ENSMUSG00000028803,Nipal3,Gene Expression,0.15384008094970478,0.0,0.0,24543,2.9979074403232926,5963
ENSMUSG00000019777,Hdac2,Gene Expression,0.15383551951848748,0.0,0.0,26102,2.9341071896699393,5895
ENSMUSG00000002844,Adprh,Gene Expression,0.15379806135360405,0.0,0.0,32390,4.053670172525053,6275
ENSMUSG00000025289,Prdx4,Gene Expression,0.15378257018154087,0.0,0.0,10903,1.3120230759758467,4530
ENSMUSG00000033545,Znrf1,Gene Expression,0.15372361243887145,0.0,0.0,41362,5.029046694348587,6441
ENSMUSG00000020388,Pdlim4,Gene Expression,0.1536790172179365,0.0,0.0,2900,0.45577694906084476,1972
ENSMUSG00000035545,Leng8,Gene Expression,0.15364521890057087,0.0,0.0,69533,8.319961355871232,6741
ENSMUSG00000070509,Rgma,Gene Expression,0.15362939614443527,0.0,0.0,10560,1.6944168922514848,4788
ENSMUSG00000028613,Lrp8,Gene Expression,0.1535970051000701,0.0,0.0,26329,3.1827282398863623,5976
ENSMUSG00000006818,Sod2,Gene Expression,0.1535869934362279,0.0,0.0,36413,4.4201021700100664,6323
ENSMUSG00000058914,C1qtnf3,Gene Expression,0.15350459282109055,0.0,0.0,84,0.015213081440239484,72
ENSMUSG00000029386,Tctn2,Gene Expression,0.1534781479784046,0.0,0.0,7335,0.8096564430771097,3609
ENSMUSG00000027306,Nusap1,Gene Expression,0.1534421040902953,0.0,0.0,315,0.04168925688790477,238
ENSMUSG00000044534,Ackr2,Gene Expression,0.15338632784457157,0.0,0.0,445,0.044579185850259315,357
ENSMUSG00000024359,Hspa9,Gene Expression,0.1533694624686743,0.0,0.0,56112,6.733044254738686,6561
ENSMUSG00000056851,Pcbp2,Gene Expression,0.15321565537511553,0.0,0.0,100577,13.047695316112485,6899
ENSMUSG00000020462,Cfap36,Gene Expression,0.15317854025587369,0.0,0.0,22901,2.631014977992861,5760
ENSMUSG00000043461,Sptssb,Gene Expression,0.15316448143754371,0.0,0.0,1231,0.16063128250073136,992
ENSMUSG00000019990,Pde7b,Gene Expression,0.15315837714114658,0.0,0.0,1254,0.15087276425773669,985
ENSMUSG00000049122,Frmd3,Gene Expression,0.1531517734541177,0.0,0.0,5245,0.6772810919395014,3138
ENSMUSG00000044542,Prop1,Gene Expression,0.1531513367954309,0.0,0.0,20,0.0010041005548840647,15
ENSMUSG00000006675,P4htm,Gene Expression,0.1531215020029331,0.0,0.0,48898,5.810578031648088,6481
ENSMUSG00000005251,Ripk4,Gene Expression,0.15303607674274636,0.0,0.0,292,0.026925874444185434,211
ENSMUSG00000020986,Sec23a,Gene Expression,0.15303278678188317,0.0,0.0,22123,2.4898978560645824,5719
ENSMUSG00000032412,Atp1b3,Gene Expression,0.15296887643208287,0.0,0.0,23108,3.558164025420913,6307
ENSMUSG00000067158,Col4a4,Gene Expression,0.15293824834436126,0.0,0.0,322,0.03749542073770371,240
ENSMUSG00000058400,Qrfpr,Gene Expression,0.1528931424400913,0.0,0.0,509,0.05025111501152288,400
ENSMUSG00000060923,Acyp2,Gene Expression,0.1528810902275434,0.0,0.0,15224,1.9166279749061912,5290
ENSMUSG00000061353,Cxcl12,Gene Expression,0.15287594342125554,0.0,0.0,13530,1.989947010908689,4993
ENSMUSG00000046242,Nme9,Gene Expression,0.15287414110757833,0.0,0.0,98,0.014844524737300229,76
ENSMUSG00000028551,Cdkn2c,Gene Expression,0.15281173014668042,0.0,0.0,1657,0.22447662341407004,1072
ENSMUSG00000033488,Cryzl2,Gene Expression,0.1527986930353924,0.0,0.0,4043,0.5838882147409892,2411
ENSMUSG00000048578,Mlec,Gene Expression,0.15279248555394573,0.0,0.0,43865,5.3435908727431265,6588
ENSMUSG00000000142,Axin2,Gene Expression,0.15279101238075546,0.0,0.0,11530,1.379832514448078,4560
ENSMUSG00000031701,Dnaja2,Gene Expression,0.15276500235138624,0.0,0.0,43443,4.9487588691673725,6333
ENSMUSG00000044005,Gls2,Gene Expression,0.1527059900715708,0.0,0.0,6685,0.8353062661482339,3743
ENSMUSG00000036989,Trim3,Gene Expression,0.15270302135575686,0.0,0.0,24573,3.0015594361684377,6011
ENSMUSG00000021752,Kctd6,Gene Expression,0.15261646626929384,0.0,0.0,13274,1.4369208774454933,4659
ENSMUSG00000020102,Slc16a7,Gene Expression,0.15256521133686296,0.0,0.0,3847,0.404925147541998,2341
ENSMUSG00000028883,Sema3a,Gene Expression,0.15255183942830328,0.0,0.0,1771,0.18353764488328791,1291
ENSMUSG00000035798,Zdhhc17,Gene Expression,0.1525404645531054,0.0,0.0,29332,3.4076647552074912,6089
ENSMUSG00000031153,Gripap1,Gene Expression,0.15252263716050715,0.0,0.0,49600,6.112880345615557,6590
ENSMUSG00000044700,Tmem201,Gene Expression,0.15251165020894344,0.0,0.0,12898,1.5557517752857895,4818
ENSMUSG00000021375,Kif13a,Gene Expression,0.15246791590368672,0.0,0.0,11594,1.7893747939023272,5123
ENSMUSG00000064065,Ipcef1,Gene Expression,0.15245146881795535,0.0,0.0,504,0.04420634535826805,424
ENSMUSG00000032489,Kif9,Gene Expression,0.15244982938930712,0.0,0.0,1553,0.17244284831202716,1086
ENSMUSG00000071073,Lrrc73,Gene Expression,0.15242435676225968,0.0,0.0,9236,1.0098606627454494,4111
ENSMUSG00000034755,Pcdh11x,Gene Expression,0.15236678220675368,0.0,0.0,3572,0.4134874125036412,2328
ENSMUSG00000028776,Tinagl1,Gene Expression,0.15236352055094585,0.0,0.0,3578,0.6573997408475059,2098
ENSMUSG00000037946,Fgd3,Gene Expression,0.1523532774670182,0.0,0.0,6534,1.0393419585565098,3451
ENSMUSG00000024099,Ndufv2,Gene Expression,0.15234937605775203,0.0,0.0,26850,3.264727757705912,6074
ENSMUSG00000005417,Mprip,Gene Expression,0.1523437043544054,0.0,0.0,34774,4.1604020406342475,6355
ENSMUSG00000079509,Zfx,Gene Expression,0.15228919983465602,0.0,0.0,4945,0.6896500983976597,3072
ENSMUSG00000036613,Eipr1,Gene Expression,0.15220601278433624,0.0,0.0,16316,1.7827684353454991,5136
ENSMUSG00000018736,Ndel1,Gene Expression,0.1521831997105725,0.0,0.0,25775,3.0399892510028295,5952
ENSMUSG00000035172,Plekhh3,Gene Expression,0.15214220780085413,0.0,0.0,5343,0.6510696808028773,2984
ENSMUSG00000043020,Wdr63,Gene Expression,0.15213188744779166,0.0,0.0,93,0.01320980568700447,70
ENSMUSG00000032131,Abcg4,Gene Expression,0.15210664213366953,0.0,0.0,18693,2.261890896221714,5595
ENSMUSG00000052584,Serp2,Gene Expression,0.15209315288577815,0.0,0.0,11890,1.3619802613707594,4684
ENSMUSG00000005871,Apc,Gene Expression,0.1520750028658363,0.0,0.0,26554,3.3448609551097226,6045
ENSMUSG00000017210,Med24,Gene Expression,0.15202296204524535,0.0,0.0,19467,2.1332709505370566,5356
ENSMUSG00000017679,Ttpal,Gene Expression,0.1519887913038545,0.0,0.0,13749,1.5412878195411244,4912
ENSMUSG00000025407,Gli1,Gene Expression,0.15197418440082194,0.0,0.0,1731,0.2214703756878751,1199
ENSMUSG00000024780,Cdc37l1,Gene Expression,0.1518669736658997,0.0,0.0,65139,8.766306381245702,6839
ENSMUSG00000003226,Ranbp2,Gene Expression,0.15186153939857136,0.0,0.0,14718,1.6418618089827175,5045
ENSMUSG00000028053,Ash1l,Gene Expression,0.15183831640730688,0.0,0.0,30055,3.4069995941057534,6084
ENSMUSG00000022351,Sqle,Gene Expression,0.15183532953546494,0.0,0.0,14103,1.8646124628023357,5203
ENSMUSG00000048540,Nhlh2,Gene Expression,0.15179761262304892,0.0,0.0,1174,0.150531700560335,884
ENSMUSG00000071856,Mcc,Gene Expression,0.1516267938233821,0.0,0.0,4748,0.6175637311933331,2847
ENSMUSG00000041236,Vps41,Gene Expression,0.15158000908565494,0.0,0.0,28329,3.387392051290676,6097
ENSMUSG00000041730,Prrxl1,Gene Expression,0.15153367073262045,0.0,0.0,184,0.031897545583597746,157
ENSMUSG00000024670,Cd6,Gene Expression,0.15145066581337066,0.0,0.0,226,0.02115384997855188,193
ENSMUSG00000026668,Ucma,Gene Expression,0.15144649201810997,0.0,0.0,462,0.07305633244192708,341
ENSMUSG00000041528,Rnf123,Gene Expression,0.15143769740574883,0.0,0.0,19158,2.220349063172827,5567
ENSMUSG00000021156,Zmynd11,Gene Expression,0.15143676477689924,0.0,0.0,34157,4.144302480809887,6343
ENSMUSG00000052117,D630039A03Rik,Gene Expression,0.15142936348073185,0.0,0.0,459,0.0525399927158872,316
ENSMUSG00000050288,Fzd2,Gene Expression,0.1513633301155176,0.0,0.0,3303,0.5501630422821697,2204
ENSMUSG00000042208,0610010F05Rik,Gene Expression,0.15134922501560233,0.0,0.0,16129,1.8189042475179382,5238
ENSMUSG00000041037,Irgq,Gene Expression,0.15133140077836993,0.0,0.0,29161,3.4219887299937035,6081
ENSMUSG00000038599,Capn8,Gene Expression,0.1513080959626942,0.0,0.0,52,0.0031467594839163565,46
ENSMUSG00000053475,Tnfaip6,Gene Expression,0.15124958371756145,0.0,0.0,3292,0.9861349618242324,2377
ENSMUSG00000041459,Tardbp,Gene Expression,0.15120822820987162,0.0,0.0,25231,2.9369421966087024,5921
ENSMUSG00000009575,Cbx5,Gene Expression,0.1511932757718094,0.0,0.0,15788,2.0195492896230736,5412
ENSMUSG00000037224,Zfyve28,Gene Expression,0.1511666963235889,0.0,0.0,5854,0.6624577026820692,3194
ENSMUSG00000030559,Rab38,Gene Expression,0.15113998988669317,0.0,0.0,371,0.04122488496289997,291
ENSMUSG00000031105,Slc25a14,Gene Expression,0.1511246724508908,0.0,0.0,10721,1.1695648891704742,4401
ENSMUSG00000038822,Hace1,Gene Expression,0.15104244626791302,0.0,0.0,7264,0.7711818078578971,3479
ENSMUSG00000022438,Parvb,Gene Expression,0.15102178191384175,0.0,0.0,9757,1.414510352472645,4481
ENSMUSG00000026989,Dapl1,Gene Expression,0.15098801240835646,0.0,0.0,286,0.036996032171210155,150
ENSMUSG00000044949,Ubtd2,Gene Expression,0.1509781637503444,0.0,0.0,10448,1.213654256391333,4305
ENSMUSG00000018623,Mmp7,Gene Expression,0.15096866415623253,0.0,0.0,19,0.0008247503538078173,15
ENSMUSG00000015484,Fam163a,Gene Expression,0.15095055172838606,0.0,0.0,1245,0.17150795118599652,985
ENSMUSG00000042390,Gatad2b,Gene Expression,0.15091782220247751,0.0,0.0,38336,4.385026409939293,6370
ENSMUSG00000050069,Grem2,Gene Expression,0.15089252170211592,0.0,0.0,3988,0.48207315212847834,2446
ENSMUSG00000032285,Dnaja4,Gene Expression,0.15073994442583696,0.0,0.0,14731,1.6480428948881034,4958
ENSMUSG00000038115,Ano2,Gene Expression,0.1507396473335349,0.0,0.0,70,0.010577284103669989,57
ENSMUSG00000042743,Sgtb,Gene Expression,0.15060376860771,0.0,0.0,6269,0.7291073480386037,3333
ENSMUSG00000040537,Adam22,Gene Expression,0.15059990068670986,0.0,0.0,13164,1.6099232484819224,4963
ENSMUSG00000040591,1110051M20Rik,Gene Expression,0.15058957010779153,0.0,0.0,30268,3.647654071008143,6177
ENSMUSG00000029163,Emilin1,Gene Expression,0.15052477677113463,0.0,0.0,566,0.09571710893428652,399
ENSMUSG00000031242,2610002M06Rik,Gene Expression,0.15050392474129803,0.0,0.0,16148,1.859290753296669,5274
ENSMUSG00000079111,Kdelr2,Gene Expression,0.1504530038390768,0.0,0.0,25692,3.186448059908017,6115
ENSMUSG00000031540,Kat6a,Gene Expression,0.15044943206829114,0.0,0.0,19772,2.5421543994229596,5737
ENSMUSG00000029053,Prkcz,Gene Expression,0.15044081050251704,0.0,0.0,30397,3.731602172104905,6215
ENSMUSG00000027286,Lrrc57,Gene Expression,0.1504353876219487,0.0,0.0,10881,1.2071658598665123,4361
ENSMUSG00000023087,Noct,Gene Expression,0.1502694687356502,0.0,0.0,18683,2.0862089968807527,5384
ENSMUSG00000024544,Ldlrad4,Gene Expression,0.15026767243986852,0.0,0.0,18689,2.323913267249968,5500
ENSMUSG00000052920,Prkg1,Gene Expression,0.15025641309004623,0.0,0.0,2371,0.2718852545383116,1518
ENSMUSG00000046096,Mosmo,Gene Expression,0.15017248268492212,0.0,0.0,34863,4.091510739506411,6296
ENSMUSG00000060206,Zfp462,Gene Expression,0.15017029477567137,0.0,0.0,12647,1.5768517371370634,4914
ENSMUSG00000041362,Shtn1,Gene Expression,0.150129891018209,0.0,0.0,22951,3.2296567724569596,6168
ENSMUSG00000020629,Adi1,Gene Expression,0.15011665888093625,0.0,0.0,23165,3.2987317712196003,6205
ENSMUSG00000015937,H2afy,Gene Expression,0.1500842839768499,0.0,0.0,33164,4.133506266654411,6352
ENSMUSG00000002980,Bcam,Gene Expression,0.15006399016977182,0.0,0.0,3197,0.513866401770075,2008
ENSMUSG00000068117,Mei1,Gene Expression,0.1500503668245664,0.0,0.0,315,0.02828366319635057,279
ENSMUSG00000039646,Vasn,Gene Expression,0.15000421248059462,0.0,0.0,3614,0.48358076163577324,2176
ENSMUSG00000038766,Gabpb2,Gene Expression,0.1499721660713465,0.0,0.0,7341,0.8732450809476349,3556
ENSMUSG00000044770,Scml4,Gene Expression,0.1499246456431479,0.0,0.0,852,0.09847147070821739,647
ENSMUSG00000023460,Rab12,Gene Expression,0.14991237428679396,0.0,0.0,23205,2.6477362409672014,5763
ENSMUSG00000027495,Fam210b,Gene Expression,0.1499009914832745,0.0,0.0,4550,0.6031377115872142,2803
ENSMUSG00000035199,Arl6ip5,Gene Expression,0.14984470002370523,0.0,0.0,49661,5.716173753920192,6491
ENSMUSG00000027175,Tcp11l1,Gene Expression,0.14983105420000528,0.0,0.0,27909,3.738121663321601,6289
ENSMUSG00000047187,Rab2a,Gene Expression,0.14975948767412223,0.0,0.0,32486,3.9790567000748562,6278
ENSMUSG00000037025,Foxa2,Gene Expression,0.14975415620197607,0.0,0.0,38,0.006790735663088356,31
ENSMUSG00000008604,Ubqln4,Gene Expression,0.14973243989478546,0.0,0.0,34481,4.329666751278053,6403
ENSMUSG00000040490,Lrfn2,Gene Expression,0.14970844132136038,0.0,0.0,3183,0.33794617525039783,2064
ENSMUSG00000023153,Tmem52,Gene Expression,0.14968827680381003,0.0,0.0,483,0.06001361247454286,370
ENSMUSG00000027796,Smad9,Gene Expression,0.14965385949820822,0.0,0.0,7948,1.0868546719485328,4135
ENSMUSG00000030655,Smg1,Gene Expression,0.14954901095744635,0.0,0.0,15302,1.7342809426941106,5114
ENSMUSG00000071648,Rom1,Gene Expression,0.14952661526249175,0.0,0.0,5248,0.7342312550371694,3010
ENSMUSG00000024858,Grk2,Gene Expression,0.14951156641461752,0.0,0.0,22140,2.7699906115065582,5917
ENSMUSG00000044147,Arf6,Gene Expression,0.14948058428465613,0.0,0.0,21720,3.039856351358129,6051
ENSMUSG00000031661,Nkd1,Gene Expression,0.14945375077986908,0.0,0.0,6489,1.1888965535733556,3763
ENSMUSG00000070348,Ccnd1,Gene Expression,0.1494406209430661,0.0,0.0,8070,1.06549038400393,3736
ENSMUSG00000022041,Chrna2,Gene Expression,0.14943237954892072,0.0,0.0,221,0.030241394872141492,178
ENSMUSG00000029641,Rasl11a,Gene Expression,0.14943228808061454,0.0,0.0,778,0.09869548234399662,646
ENSMUSG00000002633,Shh,Gene Expression,0.14940635234068572,0.0,0.0,2492,0.3184016463555602,1798
ENSMUSG00000025666,Tmem47,Gene Expression,0.14937222086306304,0.0,0.0,10664,1.507116986611345,4623
ENSMUSG00000039745,Htatip2,Gene Expression,0.14933007125796852,0.0,0.0,6636,0.7206316363387206,3339
ENSMUSG00000075270,Pde11a,Gene Expression,0.14928226284535684,0.0,0.0,1523,0.18915300118572884,989
ENSMUSG00000038172,Ttc39b,Gene Expression,0.1491888676145215,0.0,0.0,11335,1.3200473367676668,4636
ENSMUSG00000046714,Foxc2,Gene Expression,0.14918551946170033,0.0,0.0,449,0.15706752914567815,313
ENSMUSG00000055523,Gucy2g,Gene Expression,0.14918246137138966,0.0,0.0,531,0.045125394013492734,426
ENSMUSG00000073725,Lmbrd1,Gene Expression,0.14911111473730995,0.0,0.0,98502,12.576672614582773,6886
ENSMUSG00000022887,Masp1,Gene Expression,0.14910505291523385,0.0,0.0,5671,0.8193084436005973,3201
ENSMUSG00000049119,Fam110b,Gene Expression,0.14903916094930425,0.0,0.0,11177,1.316758836217325,4607
ENSMUSG00000010044,Zmynd10,Gene Expression,0.14900981755320516,0.0,0.0,522,0.05681311566128959,429
ENSMUSG00000046561,Arsj,Gene Expression,0.14900932037044684,0.0,0.0,370,0.04154549512571705,299
ENSMUSG00000007411,Mark3,Gene Expression,0.1489791536651104,0.0,0.0,30314,3.47572863068236,6145
ENSMUSG00000038615,Nfe2l1,Gene Expression,0.14893021584006338,0.0,0.0,34408,4.1590337800720905,6319
ENSMUSG00000004885,Crabp2,Gene Expression,0.14891584820434534,0.0,0.0,637,0.14734729764496216,477
ENSMUSG00000036298,Slc2a13,Gene Expression,0.1488744892793765,0.0,0.0,6331,0.6977237884062539,3334
ENSMUSG00000039081,Zfp503,Gene Expression,0.1488481569148422,0.0,0.0,2087,0.33774625731829017,1551
ENSMUSG00000020743,Mif4gd,Gene Expression,0.14877880658987486,0.0,0.0,9641,1.3801487635710687,4466
ENSMUSG00000004105,Angptl2,Gene Expression,0.14876175383140755,0.0,0.0,1103,0.16337308879144924,744
ENSMUSG00000028820,Sfpq,Gene Expression,0.1487130707436738,0.0,0.0,51242,6.149054254312862,6592
ENSMUSG00000039958,Etfbkmt,Gene Expression,0.1487079522163889,0.0,0.0,2725,0.3198147799999539,1826
ENSMUSG00000019359,Gdpd2,Gene Expression,0.14870097080832498,0.0,0.0,1548,0.2311941505553617,1120
ENSMUSG00000063268,Parp10,Gene Expression,0.14864168028071637,0.0,0.0,1835,0.22218121995075857,1092
ENSMUSG00000046027,Stard5,Gene Expression,0.1486031683466424,0.0,0.0,4555,0.6675640951983078,2788
ENSMUSG00000048445,Ccdc57,Gene Expression,0.14856047540033324,0.0,0.0,6409,0.6922968960821952,3387
ENSMUSG00000069495,Epc2,Gene Expression,0.1485518643230903,0.0,0.0,15868,1.7517666705857295,5129
ENSMUSG00000061578,Ksr2,Gene Expression,0.14843353050893746,0.0,0.0,11739,1.2561318216787631,4500
ENSMUSG00000073940,Hbb-bt,Gene Expression,0.1484124332191903,0.0,0.0,1695,0.3015235046738413,966
ENSMUSG00000037035,Inhbb,Gene Expression,0.14840180618240778,0.0,0.0,3516,0.44600449860477603,2154
ENSMUSG00000017943,Gdap1l1,Gene Expression,0.1483915430153682,0.0,0.0,19968,2.310368691297387,5562
ENSMUSG00000000078,Klf6,Gene Expression,0.14836175177624455,0.0,0.0,9003,1.07091536591223,4071
ENSMUSG00000019179,Mdh2,Gene Expression,0.148351620421905,0.0,0.0,58656,7.399818156759903,6698
ENSMUSG00000026365,Cfh,Gene Expression,0.14829117411406004,0.0,0.0,4200,0.7775463675577815,2542
ENSMUSG00000060568,Fam78b,Gene Expression,0.14828684938245437,0.0,0.0,7173,0.8831830596623051,3696
ENSMUSG00000019945,Cabcoco1,Gene Expression,0.1482536886033408,0.0,0.0,487,0.05254572780872488,400
ENSMUSG00000022758,P2rx6,Gene Expression,0.1481883747455897,0.0,0.0,828,0.12412758943498649,630
ENSMUSG00000036218,Pdzrn4,Gene Expression,0.14810663176738387,0.0,0.0,3999,0.467715547035714,2473
ENSMUSG00000021868,Ppif,Gene Expression,0.1480116297410167,0.0,0.0,15014,1.8763788848931018,5260
ENSMUSG00000035521,Gnptg,Gene Expression,0.14798474661291763,0.0,0.0,52528,6.0846460234665765,6615
ENSMUSG00000028649,Macf1,Gene Expression,0.14793214630643114,0.0,0.0,52789,6.553912228558719,6621
ENSMUSG00000026603,Smyd2,Gene Expression,0.14782333773441209,0.0,0.0,9178,1.105115138563705,4267
ENSMUSG00000041669,Prima1,Gene Expression,0.14782213183777326,0.0,0.0,1579,0.3093905411839602,1198
ENSMUSG00000037058,Paip2,Gene Expression,0.14772942255096289,0.0,0.0,55805,7.712707946776551,6703
ENSMUSG00000020121,Srgap1,Gene Expression,0.14772601671336247,0.0,0.0,4619,0.6799724039693974,2862
ENSMUSG00000021290,Atp5mpl,Gene Expression,0.14766121523522124,0.0,0.0,20672,2.617966696820247,5810
ENSMUSG00000032269,Htr3a,Gene Expression,0.14765768672861812,0.0,0.0,672,0.07927447685745916,467
ENSMUSG00000051790,Nlgn2,Gene Expression,0.1476457600888917,0.0,0.0,39753,4.825909778525641,6367
ENSMUSG00000045915,Ccdc42,Gene Expression,0.147644303635238,0.0,0.0,354,0.038190386866223856,293
ENSMUSG00000031604,Msmo1,Gene Expression,0.14764149396103995,0.0,0.0,13930,1.9041731139627593,5289
ENSMUSG00000001143,Lman2l,Gene Expression,0.14757633111717738,0.0,0.0,16076,1.8517954674344486,5156
ENSMUSG00000015829,Tnr,Gene Expression,0.14756907606886036,0.0,0.0,15695,1.8949066455644803,5093
ENSMUSG00000036890,Gtdc1,Gene Expression,0.14755022220760225,0.0,0.0,7200,0.8300445662789195,3561
ENSMUSG00000049539,Hist1h1a,Gene Expression,0.14753876780623607,0.0,0.0,1827,0.23015809453328573,1344
ENSMUSG00000023224,Serping1,Gene Expression,0.14752050329598518,0.0,0.0,1346,0.24454357418002445,981
ENSMUSG00000017670,Elmo2,Gene Expression,0.14744392762706726,0.0,0.0,23372,2.727971208702277,5811
ENSMUSG00000031398,Plxna3,Gene Expression,0.14744017043191204,0.0,0.0,4794,0.566070568178508,2800
ENSMUSG00000051136,Ghsr,Gene Expression,0.14743306840061987,0.0,0.0,254,0.028552068270071104,214
ENSMUSG00000006777,Krt23,Gene Expression,0.14738290682872934,0.0,0.0,58,0.0063850787945775615,40
ENSMUSG00000024816,Frmd8,Gene Expression,0.1473745395383934,0.0,0.0,4511,0.8597441916430777,3102
ENSMUSG00000002227,Mov10,Gene Expression,0.14737332588916363,0.0,0.0,3502,0.37602204143370954,2177
ENSMUSG00000045294,Insig1,Gene Expression,0.14736651108552773,0.0,0.0,12002,1.7631424278856487,5121
ENSMUSG00000018427,Ypel2,Gene Expression,0.1473534332857907,0.0,0.0,9891,1.4224626116031804,4588
ENSMUSG00000026970,Rbms1,Gene Expression,0.14734680012167797,0.0,0.0,7260,0.9298815205242081,3776
ENSMUSG00000006519,Cyba,Gene Expression,0.14730342451523953,0.0,0.0,4966,0.8585313810835811,3016
ENSMUSG00000023079,Gtf2ird1,Gene Expression,0.14730318873910475,0.0,0.0,10994,1.3562156925307642,4669
ENSMUSG00000039108,Lsm14b,Gene Expression,0.14727563534501467,0.0,0.0,39453,4.5990554960887815,6411
ENSMUSG00000026878,Rab14,Gene Expression,0.14721618124006053,0.0,0.0,86171,10.295111515755773,6801
ENSMUSG00000096069,Olfr61,Gene Expression,0.14721237953602345,0.0,0.0,54,0.0045994853122988165,40
ENSMUSG00000001380,Hars,Gene Expression,0.147200504707177,0.0,0.0,36880,4.382407728887599,6338
ENSMUSG00000024158,Hagh,Gene Expression,0.14716003037527087,0.0,0.0,10823,1.4091378024929333,4599
ENSMUSG00000028484,Psip1,Gene Expression,0.14709650312058273,0.0,0.0,68038,8.074844449174918,6743
ENSMUSG00000023947,Nfkbie,Gene Expression,0.1470660983809343,0.0,0.0,1416,0.17190109706253437,1053
ENSMUSG00000028248,Pnisr,Gene Expression,0.14701386782294543,0.0,0.0,32216,3.7270567888268573,6142
